,time,iraq,barack obama,afghanistan,new york,california,gop,george w bush,wall street,john mccain,supreme court,iran,china,mitt romney,republican party,texas,hillary clinton,israel,middle east,florida,tea party,europe,bill clinton,medicare,sarah palin,washington post,christian,democratic party,russia,pakistan,ohio,vietnam,british,ronald reagan,massachusetts,social security,chicago,arizona,new york city,d c ,reagan,pentagon,virginia,jewish,european,fox news,world war ii,iowa,syria,pennsylvania
753,2/1/2009,5,5,3,4,0,1,0,3,1,3,5,0,0,4,0,0,4,2,4,0,4,0,0,2,0,0,2,0,2,0,1,1,0,0,0,1,0,0,0,1,1,1,0,3,0,1,0,1,2
754,2/2/2009,8,14,3,5,7,8,0,13,2,0,0,1,0,2,2,2,0,0,2,0,6,1,2,0,3,1,0,0,2,0,3,3,1,1,0,1,0,0,0,3,1,1,5,2,1,3,1,0,0
755,2/3/2009,3,8,1,11,3,3,0,7,4,1,0,2,0,4,2,0,0,1,1,0,2,2,3,2,2,1,1,0,0,1,0,0,3,0,3,1,0,1,1,3,0,1,1,0,1,1,0,0,2
756,2/4/2009,1,2,1,8,0,4,0,4,4,3,0,1,0,2,2,0,0,0,1,0,4,2,0,2,3,0,1,0,1,0,1,0,0,1,0,2,0,0,2,0,0,0,0,3,0,1,1,0,0
757,2/5/2009,3,4,0,1,2,3,0,4,0,1,1,2,0,1,5,2,4,0,0,0,6,1,0,1,2,3,0,2,0,0,1,1,0,1,1,1,9,0,0,0,0,1,0,2,1,1,0,0,0
758,2/6/2009,7,7,8,12,2,7,0,7,5,1,4,2,0,2,5,3,3,1,0,0,2,1,0,2,0,5,3,3,2,1,1,0,3,0,0,4,6,1,1,5,0,0,0,0,2,0,1,2,1
759,2/7/2009,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
760,2/8/2009,1,0,0,0,2,1,0,2,0,1,0,0,0,1,0,1,0,0,0,0,2,0,0,1,0,1,0,1,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,2,0,0,0,0,1
761,2/9/2009,5,13,3,11,9,9,0,6,8,0,1,2,1,6,0,1,4,2,0,0,2,2,1,4,2,1,0,1,2,1,0,1,2,0,1,3,3,0,1,5,0,0,2,0,1,2,1,0,1
762,2/10/2009,5,9,5,7,3,3,0,6,2,3,1,0,1,1,1,0,3,3,4,0,1,1,0,2,1,0,0,2,2,1,0,0,4,0,0,2,1,1,0,11,1,3,0,1,1,1,1,0,1
763,2/11/2009,7,13,4,20,7,2,0,7,4,1,3,1,0,4,2,4,3,2,1,0,1,1,1,3,0,2,1,2,1,2,0,2,2,0,2,5,0,2,1,6,0,0,0,0,4,0,1,1,0
764,2/12/2009,6,7,2,8,6,3,0,3,1,3,0,0,1,2,1,1,1,0,4,0,1,1,1,0,1,2,0,1,0,0,1,0,0,2,1,3,0,3,1,0,2,2,0,1,1,1,0,0,0
765,2/13/2009,3,9,2,5,5,4,0,4,4,2,0,2,0,2,2,1,4,1,2,0,1,1,0,2,1,0,1,2,0,0,2,0,5,0,2,1,3,0,0,6,2,2,2,0,0,2,0,0,1
766,2/14/2009,2,0,1,4,2,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
767,2/15/2009,2,2,1,0,1,0,0,2,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,2,0,1,0,0,0,0,0,1,0
768,2/16/2009,6,6,3,2,2,2,1,3,1,2,3,0,0,2,1,0,8,1,0,0,1,1,0,0,2,3,2,1,0,3,0,2,2,0,0,3,0,0,1,5,2,0,2,0,1,0,0,0,0
769,2/17/2009,3,2,2,3,2,4,0,5,3,0,0,0,0,1,1,0,4,0,0,0,0,1,2,0,2,0,0,0,1,0,2,0,0,0,3,2,0,0,1,3,1,2,4,0,0,0,0,0,0
770,2/18/2009,8,6,5,4,6,3,0,7,5,0,2,2,0,2,1,3,2,1,4,0,5,3,0,5,2,0,2,0,2,2,1,1,1,0,2,4,7,0,0,8,3,0,0,3,0,1,1,0,2
771,2/19/2009,9,11,10,6,11,4,0,4,1,0,5,3,0,1,1,1,3,2,2,0,3,2,0,1,2,1,1,3,1,1,5,1,2,0,0,2,0,1,1,5,6,1,0,2,0,1,1,0,2
772,2/20/2009,5,7,2,10,3,5,0,5,1,1,1,3,0,3,3,4,4,1,0,0,3,3,0,1,1,1,1,2,1,1,0,1,3,1,2,1,2,0,1,3,1,0,1,1,2,1,1,0,1
773,2/21/2009,2,2,1,4,7,1,0,1,3,0,0,0,0,1,1,3,1,0,2,0,0,0,0,2,1,1,2,0,0,1,0,0,0,1,0,0,1,1,0,2,0,2,2,0,2,0,1,0,1
774,2/22/2009,1,2,2,2,1,2,0,2,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
775,2/23/2009,9,8,5,6,5,6,0,4,2,0,3,2,0,5,1,6,2,3,2,0,2,2,3,1,0,4,1,2,5,1,1,3,1,0,3,5,0,0,3,5,1,0,3,1,1,2,1,0,1
776,2/24/2009,4,3,3,3,3,2,0,3,1,2,1,1,0,1,1,0,0,1,4,0,2,1,1,1,2,2,1,1,3,1,0,1,1,1,1,0,0,1,1,3,1,2,0,1,2,1,0,0,2
777,2/25/2009,9,12,3,9,7,5,1,7,1,2,0,1,0,3,1,3,2,3,3,0,5,3,0,2,2,1,1,0,2,1,3,3,3,2,1,2,2,1,1,7,0,1,2,2,1,3,1,0,1
778,2/26/2009,5,6,5,5,5,5,0,5,3,3,0,1,1,5,4,0,1,0,1,1,1,0,3,3,2,2,1,1,4,1,1,0,1,1,1,3,0,1,2,3,3,1,1,0,2,3,0,0,1
779,2/27/2009,8,4,3,6,4,6,0,1,1,0,2,0,0,2,1,1,0,1,2,2,4,1,0,1,4,3,0,5,1,0,0,1,2,2,0,2,0,2,1,3,1,0,0,1,0,3,0,0,0
780,2/28/2009,2,4,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,0,0,0,1,0,1,0,0
781,3/1/2009,1,3,0,4,0,5,0,2,1,0,0,0,2,4,0,1,1,1,0,0,2,2,0,1,0,1,0,0,0,1,1,0,3,1,0,0,2,0,2,5,0,0,0,2,0,0,0,0,0
782,3/2/2009,10,10,4,3,10,4,0,3,3,2,2,0,1,4,0,2,5,1,1,0,3,1,1,4,2,5,0,0,1,0,0,0,0,1,1,2,0,0,0,3,2,1,0,2,0,1,0,0,1
783,3/3/2009,10,7,1,3,3,3,0,3,5,1,6,1,0,1,2,2,13,0,1,0,5,1,0,1,3,1,2,3,0,0,0,1,1,0,0,0,0,0,0,1,2,1,5,0,1,1,0,3,0
784,3/4/2009,3,10,2,9,4,6,0,4,2,6,3,2,0,7,0,2,1,6,2,0,3,2,2,3,4,0,3,1,1,0,2,1,2,0,1,1,1,1,0,2,0,0,2,1,1,1,0,1,0
785,3/5/2009,3,5,2,13,3,4,0,4,0,2,1,0,0,3,0,0,1,2,4,0,2,1,0,2,2,0,2,2,4,0,2,4,1,0,1,4,5,2,1,3,1,3,0,1,3,1,0,1,0
786,3/6/2009,9,7,5,12,4,2,0,4,3,4,13,1,2,4,1,5,5,2,1,0,3,4,1,3,3,3,3,2,3,3,2,2,1,1,1,5,1,2,0,1,0,1,1,3,0,0,1,2,1
787,3/7/2009,1,2,0,2,0,0,0,1,1,1,0,0,0,2,0,1,2,0,0,0,0,1,0,1,0,1,1,0,0,1,1,2,0,0,0,0,0,1,0,0,0,3,0,0,1,1,0,0,0
788,3/8/2009,2,2,1,3,3,0,0,1,0,0,0,0,0,2,1,2,1,0,3,0,0,0,3,0,0,0,0,0,0,0,0,1,2,0,3,1,0,0,1,4,0,0,0,0,0,0,0,0,1
789,3/9/2009,5,7,2,8,5,1,0,6,1,1,3,1,0,2,1,3,1,1,3,0,7,2,1,1,1,7,0,0,3,0,0,0,2,1,0,2,2,1,0,3,0,1,0,2,0,0,1,0,0
790,3/10/2009,3,6,2,16,7,3,0,6,2,4,1,3,0,2,1,2,5,0,1,0,5,2,3,0,3,2,3,1,1,0,2,1,1,1,4,3,1,1,0,4,2,0,3,3,0,2,0,0,1
791,3/11/2009,5,10,2,7,8,1,0,5,1,0,4,4,0,1,3,1,8,3,2,0,4,1,1,0,3,0,0,2,3,0,4,1,0,0,0,1,4,1,0,2,2,1,0,2,3,1,1,0,0
792,3/12/2009,4,5,2,11,3,2,0,4,3,1,2,1,0,1,1,1,6,2,1,0,3,4,1,2,1,4,1,0,0,1,1,1,1,1,1,1,2,3,1,7,2,4,6,1,2,1,0,1,0
793,3/13/2009,3,5,0,7,8,4,0,7,3,3,0,2,1,2,1,1,3,1,2,1,4,1,0,2,1,1,2,1,0,0,1,2,1,0,1,2,0,1,1,2,0,0,2,1,0,2,1,0,1
794,3/14/2009,2,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
795,3/15/2009,4,2,1,10,1,1,0,6,0,0,0,2,0,0,0,1,1,0,1,0,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0
796,3/16/2009,6,8,2,11,2,1,0,4,2,3,3,3,0,2,3,4,17,8,3,2,1,1,0,4,3,0,2,2,1,1,1,1,3,1,0,0,2,1,1,8,1,2,4,1,0,3,0,2,0
797,3/17/2009,7,9,6,8,1,1,0,4,0,0,3,2,0,2,6,4,4,2,0,0,4,1,0,1,1,1,1,0,2,3,0,5,1,0,0,1,0,0,0,2,0,0,0,2,1,2,1,1,0
798,3/18/2009,15,6,6,11,5,2,0,4,0,0,2,3,0,1,0,3,12,4,0,2,1,1,0,0,1,3,0,0,2,0,0,2,0,0,0,4,1,0,1,0,1,1,5,0,3,0,0,2,0
799,3/19/2009,14,4,5,22,7,3,0,6,1,2,1,3,0,1,2,1,3,0,1,0,2,2,0,0,3,0,1,1,0,0,2,3,1,0,2,1,0,5,0,2,2,3,1,1,0,1,1,0,0
800,3/20/2009,10,5,6,5,3,2,0,3,1,0,0,1,0,2,0,0,0,1,1,0,2,2,0,0,2,1,1,0,2,1,0,0,1,0,0,0,0,1,2,5,4,1,0,1,1,0,1,0,1
801,3/21/2009,0,1,0,1,0,2,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0
802,3/22/2009,4,1,3,1,0,0,0,3,0,0,4,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
803,3/23/2009,5,4,3,12,3,0,0,6,0,0,6,0,0,0,1,0,1,2,2,0,5,1,0,0,0,2,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,2,0,2,1,0,1,1,1
804,3/24/2009,7,7,6,4,2,1,0,10,2,1,7,4,0,1,5,0,7,2,0,0,4,0,1,1,2,2,0,3,4,1,4,1,1,2,0,0,0,1,0,2,0,2,1,1,1,1,0,0,1
805,3/25/2009,5,8,4,8,2,2,0,9,2,2,2,2,0,3,8,1,2,0,2,3,5,3,1,2,1,2,3,1,2,0,2,0,0,1,1,6,1,0,3,4,1,3,2,0,3,1,2,0,0
806,3/26/2009,7,4,4,11,4,3,0,4,2,2,0,2,0,1,2,0,0,1,1,0,4,0,2,1,1,0,1,3,2,0,3,0,0,0,0,1,1,1,1,0,0,1,1,2,1,1,1,0,2
807,3/27/2009,5,6,9,10,6,5,0,4,2,0,3,4,0,2,5,3,10,3,0,0,5,0,1,2,5,1,1,4,6,3,3,1,1,1,1,2,2,0,2,3,0,2,2,4,1,1,1,0,4
808,3/28/2009,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809,3/29/2009,3,6,2,5,2,1,0,6,1,0,1,1,0,3,4,1,5,3,2,0,0,2,0,1,3,1,1,0,0,0,1,0,1,0,0,1,0,0,1,2,2,0,1,0,2,4,0,0,0
810,3/30/2009,3,6,4,6,7,0,0,2,1,3,2,0,0,2,1,1,0,2,1,0,1,0,2,3,2,0,0,0,5,2,2,1,1,3,1,0,1,0,1,2,0,1,0,0,1,1,0,0,2
811,3/31/2009,9,5,8,10,3,0,0,5,3,0,4,5,0,1,0,1,2,5,0,0,3,1,0,1,3,0,1,4,5,0,2,1,1,0,0,0,2,3,2,4,3,0,0,2,1,2,1,2,5
812,4/1/2009,8,5,6,10,2,2,0,7,3,4,1,4,0,4,3,0,0,0,1,0,9,1,0,2,1,1,2,1,0,0,1,2,2,0,0,1,1,1,3,4,1,1,0,5,1,1,3,0,2
813,4/2/2009,2,4,4,5,5,3,1,0,1,2,1,1,0,3,2,1,4,3,0,0,2,1,2,2,2,12,3,1,3,1,0,0,1,2,2,1,0,0,0,2,0,1,4,0,1,1,0,1,1
814,4/3/2009,6,5,5,8,5,3,0,5,3,6,3,0,1,1,4,0,1,1,2,0,5,1,5,2,3,2,1,3,1,2,0,0,0,4,0,3,2,0,1,0,3,2,0,3,0,1,8,0,1
815,4/4/2009,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0
816,4/5/2009,2,3,0,3,1,0,0,1,0,1,2,0,0,0,1,0,0,0,5,0,10,1,0,0,0,2,0,0,0,1,0,2,0,0,0,5,0,0,0,1,1,0,0,5,0,1,3,1,2
817,4/6/2009,7,6,9,8,6,1,0,3,1,6,5,3,1,1,1,1,2,1,2,0,7,1,2,4,2,5,1,3,11,0,4,0,0,2,0,3,0,1,0,0,3,1,0,4,0,0,4,1,0
818,4/7/2009,2,1,2,12,0,2,0,6,0,3,6,1,0,1,1,1,2,0,1,0,7,1,0,1,1,1,2,0,2,2,2,2,1,0,0,0,1,5,1,2,1,1,5,6,1,1,3,0,1
819,4/8/2009,4,2,6,6,6,0,0,2,0,0,4,2,0,1,1,0,4,1,3,0,2,0,0,1,0,14,1,1,5,0,2,0,0,0,0,1,3,1,1,1,2,3,3,1,3,2,2,0,1
820,4/9/2009,7,5,4,9,4,2,0,4,2,3,0,1,0,3,5,3,0,0,1,3,1,0,0,3,2,6,1,1,4,1,1,0,1,0,0,5,5,0,1,2,1,2,0,0,6,1,1,0,1
821,4/10/2009,7,9,2,9,3,2,0,1,0,3,2,1,0,3,5,0,1,2,2,2,4,1,0,2,3,6,0,2,0,1,2,2,1,1,0,2,3,1,0,3,0,1,3,3,2,0,2,0,1
822,4/11/2009,1,0,1,3,3,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0
823,4/12/2009,1,3,0,2,1,1,0,3,0,0,1,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,1,0,0,0,1,1,1,0,0,2,3,0,1,1,0,0,1,1,0,0,0,0,0
824,4/13/2009,0,6,2,9,7,4,0,5,2,3,1,1,0,1,1,2,0,0,2,2,7,0,1,1,2,2,0,0,2,0,0,4,2,1,2,7,2,0,4,3,0,2,2,4,1,0,3,0,1
825,4/14/2009,0,9,1,6,3,1,0,6,1,2,0,0,0,3,0,0,0,0,3,2,4,1,1,1,1,0,2,0,1,0,0,2,0,5,1,3,2,2,0,1,0,1,0,3,3,2,0,0,0
826,4/15/2009,6,8,5,6,11,9,0,5,2,7,0,0,0,2,8,0,0,1,2,11,2,2,2,1,2,2,2,1,1,0,2,0,3,0,2,6,6,0,1,8,1,0,0,1,9,0,3,0,5
827,4/16/2009,4,3,5,5,3,6,0,2,0,1,1,1,0,4,5,2,0,2,2,1,5,0,0,3,1,3,0,1,3,0,2,0,3,2,1,3,0,1,0,6,0,0,0,2,3,0,1,0,0
828,4/17/2009,7,11,2,8,3,2,0,1,1,1,1,1,0,2,14,1,2,1,3,0,2,3,0,1,0,2,0,0,4,2,0,0,0,2,0,1,0,0,0,0,0,0,1,1,3,2,1,0,0
829,4/18/2009,5,2,3,2,1,0,0,1,0,0,0,0,0,1,2,0,0,3,0,1,1,0,0,0,2,0,0,0,4,0,1,0,0,0,0,1,2,1,0,3,1,0,0,0,0,1,0,1,0
830,4/19/2009,3,4,2,5,7,1,0,0,1,4,0,0,0,1,0,0,3,0,0,2,0,1,0,1,0,0,0,1,0,0,1,1,0,2,0,2,2,1,1,0,0,1,2,0,1,0,1,0,1
831,4/20/2009,8,10,5,12,5,0,0,1,0,2,3,4,0,0,0,1,4,1,1,0,8,1,1,1,1,5,3,0,2,0,3,7,1,0,0,0,1,1,3,1,3,1,0,2,0,0,1,0,0
832,4/21/2009,4,8,1,15,4,6,1,3,2,6,2,1,0,3,2,0,3,0,1,1,1,3,3,3,0,3,2,0,0,0,0,0,2,0,0,4,0,4,1,5,0,4,2,1,1,2,0,0,1
833,4/22/2009,12,5,4,10,1,2,0,5,6,1,10,3,0,5,1,1,5,2,0,1,3,2,0,2,4,8,2,2,4,0,7,1,5,1,0,3,7,0,1,9,2,1,3,1,3,1,1,0,2
834,4/23/2009,8,3,2,6,11,1,0,2,2,2,1,2,0,4,1,3,0,1,2,3,4,3,0,0,3,2,1,0,1,2,0,1,0,1,0,2,4,0,1,3,0,0,1,2,1,0,2,0,0
835,4/24/2009,9,4,7,6,3,5,0,3,6,5,2,1,0,5,6,0,10,2,2,1,1,1,0,0,2,0,2,1,4,3,3,3,2,3,0,2,2,1,2,3,2,1,1,0,6,3,1,0,0
836,4/25/2009,1,0,2,1,1,0,0,0,0,0,1,1,0,0,0,1,1,4,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
837,4/26/2009,6,6,2,1,0,1,0,2,1,5,0,0,0,1,2,0,0,0,0,1,2,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,2
838,4/27/2009,9,5,2,10,12,3,0,1,2,0,1,2,0,3,0,1,5,4,2,0,4,2,1,1,3,4,2,2,1,0,0,0,1,1,0,0,0,1,1,3,1,4,1,1,1,2,0,2,2
839,4/28/2009,10,20,11,22,7,6,0,8,3,10,6,3,0,7,6,2,4,4,3,0,5,3,1,3,6,3,3,2,4,3,1,1,1,1,1,1,2,4,5,8,3,0,4,1,2,1,1,0,7
840,4/29/2009,8,13,6,25,11,11,0,4,2,4,4,1,0,6,5,3,3,4,5,0,1,4,1,3,3,7,4,1,3,5,0,1,3,0,0,4,0,3,2,13,1,2,2,0,3,2,0,0,7
841,4/30/2009,8,4,4,5,0,1,0,2,1,3,0,2,0,3,2,1,5,2,0,0,2,1,0,1,0,1,1,4,1,0,2,0,0,0,0,4,0,1,0,0,2,1,2,1,1,0,0,0,2
842,5/1/2009,7,7,2,8,5,4,0,2,1,11,1,0,0,2,4,2,3,1,0,0,2,2,0,3,1,4,3,1,2,0,0,3,2,0,0,0,0,1,2,4,1,6,1,1,0,1,1,0,5
843,5/2/2009,3,5,1,3,3,1,0,0,0,6,3,0,0,0,0,1,5,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,0,0
844,5/3/2009,1,2,0,4,10,1,0,1,0,4,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0
845,5/4/2009,2,10,4,10,2,1,0,5,2,6,1,1,0,1,0,2,4,2,1,0,3,2,0,0,2,7,2,0,3,0,3,0,2,2,0,0,1,2,0,2,3,0,1,2,0,1,0,0,5
846,5/5/2009,4,6,3,10,4,4,0,2,2,1,3,0,0,5,2,0,0,1,7,0,3,1,1,1,1,4,6,0,3,1,2,1,0,0,1,0,0,1,0,1,1,1,0,2,2,0,0,1,5
847,5/6/2009,8,2,3,4,2,4,0,4,2,5,2,1,1,4,1,0,1,1,0,1,4,1,0,0,3,15,0,2,2,3,1,1,0,1,0,0,1,0,4,1,1,3,2,3,0,3,2,0,3
848,5/7/2009,6,2,4,12,4,6,0,1,2,3,1,1,0,4,1,2,4,1,1,0,0,1,1,1,2,0,3,0,3,0,0,0,1,1,0,0,3,0,0,2,3,0,12,0,1,0,1,0,2
849,5/8/2009,8,8,5,16,6,11,0,3,2,8,0,3,2,4,4,1,1,1,1,0,1,3,2,3,1,11,5,1,2,0,3,1,0,1,2,2,0,1,3,3,2,2,1,0,2,1,2,0,8
850,5/9/2009,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,1,0,2,0,1
851,5/10/2009,1,0,2,3,0,1,0,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,2,1,0,0,5,0,1,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0
852,5/11/2009,5,2,3,7,5,2,0,1,1,4,0,0,1,3,2,1,0,1,1,0,3,2,1,1,0,4,4,0,1,0,6,1,0,3,0,0,0,2,3,1,1,2,1,2,2,1,4,0,0
853,5/12/2009,13,8,5,8,4,4,0,0,1,2,3,2,0,5,2,2,4,1,6,0,4,1,0,3,0,4,3,4,4,0,1,4,0,0,0,1,5,0,2,1,1,2,6,2,0,3,2,1,2
854,5/13/2009,14,7,6,8,9,4,0,1,3,5,4,1,0,1,1,1,0,2,1,0,4,1,1,1,2,3,1,3,9,0,2,2,0,1,4,1,0,0,0,1,1,3,1,1,2,2,1,0,2
855,5/14/2009,7,9,6,4,13,1,0,5,3,0,1,0,2,1,2,2,2,1,0,0,3,0,0,2,1,5,2,1,6,0,0,2,1,0,0,4,4,1,2,2,3,1,2,1,2,1,3,0,3
856,5/15/2009,10,6,6,6,3,0,0,1,2,5,0,2,0,4,3,0,0,0,2,0,2,0,0,0,2,2,0,0,0,1,0,0,0,1,0,2,1,0,1,0,4,3,0,1,1,0,0,0,2
857,5/16/2009,3,0,0,2,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
858,5/17/2009,3,3,2,0,0,0,0,0,1,1,2,0,0,0,0,0,5,1,0,0,3,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,1,0,0,0
859,5/18/2009,16,10,6,11,12,2,0,1,3,8,3,0,0,3,2,0,14,2,1,0,4,1,0,2,1,8,2,0,0,0,2,2,0,0,1,2,3,1,4,0,1,1,2,3,0,2,1,0,0
860,5/19/2009,11,7,5,9,3,6,0,3,0,9,6,1,0,4,0,3,17,3,1,0,3,5,0,0,4,14,2,1,6,0,0,2,1,1,1,1,1,0,1,4,1,5,8,1,2,2,0,0,1
861,5/20/2009,8,2,4,10,5,4,0,3,2,3,2,8,0,2,4,2,2,3,3,0,3,1,0,2,3,3,1,0,2,1,4,0,2,1,2,1,1,1,0,5,1,1,0,1,1,4,1,0,2
862,5/21/2009,17,4,9,14,3,4,0,3,0,3,4,4,0,5,4,0,4,3,4,0,4,0,0,2,2,4,5,0,7,1,7,2,0,1,0,5,1,3,0,1,7,4,1,1,2,1,3,0,1
863,5/22/2009,5,4,3,8,6,3,0,1,1,2,0,0,0,4,0,0,3,1,4,0,0,2,0,2,2,0,3,0,1,1,0,1,3,0,0,0,0,2,1,6,1,0,1,0,2,0,1,0,0
864,5/23/2009,6,4,2,3,0,0,0,0,3,2,0,0,0,3,0,2,0,1,0,0,1,0,2,1,1,5,1,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0
865,5/24/2009,9,5,3,5,0,2,0,2,2,2,1,1,0,3,0,0,0,2,0,0,0,0,0,0,1,1,1,0,1,0,2,4,0,0,0,2,0,0,1,0,3,0,0,0,0,2,0,0,1
866,5/25/2009,9,7,2,7,4,3,0,1,2,8,5,3,1,3,1,1,9,4,2,0,1,0,2,1,3,3,2,1,1,0,4,3,0,0,3,0,0,1,1,2,2,1,2,0,0,2,1,1,0
867,5/26/2009,8,6,4,12,29,4,0,2,3,23,2,3,0,2,1,2,0,0,2,0,3,3,0,1,3,0,1,1,1,1,1,1,0,1,0,2,1,4,2,1,2,1,0,1,1,1,4,0,1
868,5/27/2009,4,6,0,6,22,6,0,2,1,23,2,3,0,3,0,1,1,0,3,1,3,1,1,2,0,3,0,1,0,1,2,1,2,1,1,2,0,0,0,4,0,2,2,0,0,2,3,0,1
869,5/28/2009,6,3,6,14,17,2,0,1,1,30,3,2,0,2,3,1,4,1,1,0,2,3,1,0,1,1,0,4,4,0,7,2,2,2,0,5,0,0,1,6,1,4,1,0,0,4,2,0,3
870,5/29/2009,7,10,6,8,4,2,0,4,0,19,4,2,0,1,0,2,0,3,1,0,2,0,0,0,0,1,1,0,1,3,0,0,0,0,0,0,0,2,1,2,1,1,0,2,0,0,1,0,0
871,5/30/2009,1,3,1,5,4,1,0,1,0,9,2,1,0,3,0,0,3,1,2,0,0,2,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0
872,5/31/2009,4,3,1,3,0,1,0,2,1,3,0,0,0,0,1,0,0,0,1,0,1,3,0,0,0,1,1,0,0,1,0,2,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0
873,6/1/2009,6,5,3,6,10,4,0,1,1,19,3,3,1,1,0,1,4,4,2,0,1,1,0,2,0,7,2,1,4,1,0,1,1,0,0,2,0,0,0,2,3,1,0,0,1,1,0,0,0
874,6/2/2009,7,7,5,13,16,1,0,4,1,10,1,1,0,0,3,1,0,4,2,0,4,0,0,1,3,15,0,1,3,2,8,1,4,0,1,1,1,1,0,7,5,2,0,1,2,0,2,0,1
875,6/3/2009,3,3,2,13,5,2,0,1,0,11,0,1,1,1,0,0,6,4,0,1,5,2,2,0,1,2,0,1,0,0,0,1,2,1,0,0,0,0,1,6,0,0,1,3,2,1,1,0,1
876,6/4/2009,6,10,9,12,3,2,0,0,1,3,7,2,0,3,3,4,25,7,0,0,3,0,0,4,2,9,2,1,5,1,0,3,4,0,0,2,3,1,2,12,0,0,10,2,3,0,0,1,1
877,6/5/2009,3,1,2,4,1,1,0,0,0,3,1,0,0,0,0,1,0,0,0,0,4,1,1,1,0,2,0,0,1,0,0,1,0,0,0,1,0,2,1,2,0,2,0,3,0,0,0,0,1
878,6/6/2009,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,5,0,1,0,3,1,1,1,1,3,0,0,0,0,0,0,1,0,1,0,0,0,1,5,0,3,2,2,0,0,0,0,0
879,6/7/2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1
880,6/8/2009,11,7,7,10,4,1,0,1,0,6,10,1,0,1,3,2,12,4,1,0,2,0,6,0,3,5,1,0,6,0,4,2,1,1,1,5,1,1,1,3,2,7,5,1,1,1,0,4,0
